[259.2581864991609, 200.6668284692978, 188.65104796437717, 121.08028572315077, 161.62831342275172, 171.9052149822932, 289.13753117352195, 202.34131675883563, 153.86078929933709, 229.2842910732751, 111.67520468698005, 165.84745615332864, 173.18623633463903, 287.01669700208566]

[0, 79.50852298766841, 173.9275435927923, 0, 0, 0, 71.18287265724155, 207.1255354890795, 196.60154315750205, 64.54901881628368, 0, 69.69999837023524, 177.9878653347631, 0]

[236.64597424848324, 131.5612421634349, 217.2511400460823, 129.98688624496418, 221.26695149248062, 148.40441637223083, 303.35402575151676, 206.8109543003487, 161.565051177078, 224.75409687672928, 22.07943833569357, 129.50767544287257, 323.0513268748269, 343.1252108134483]

[253.47208859422315, 283.5748408488916, 214.61524023057032, 112.46464680146372, 71.15760662475687, 151.14832385436029, 290.3888243058423, 193.8621869878094, 155.76943898018334, 154.72554405998838, 179.83011359947287, 174.23355156654446, 0.0, 0.0]

[0, 290.037210169193, 170.74708769836963, 0, 221.42366562500263, 171.19557744619019, 122.10625595511783, 196.10922803663038, 209.15394875319413, 185.61088696247973, 213.73698079896195, 171.63556038598185, 211.49203167638137, 0.42310631133863635]

[119.40148846812217, 229.83275598713496, 297.6606060964828, 246.70543674610556, 201.03751102542182, 197.44268722292122, 78.09859127627485, 155.59489733574335, 195.7290787056059, 277.8476957540021, 0, 254.57578455372078, 0, 0]

[60.56831424163816, 154.10332850736464, 177.91442104497335, 296.25795575903146, 310.3198921324469, 146.0082159024978, 144.70855687267667, 205.98007464281503, 205.98007464281503, 135.62852337688633, 336.9815125655754, 0, 0, 270.1297366568731]

[170.6254590427606, 132.8820546965494, 85.97279277680913, 201.03530474037, 62.05723647267064, 0.0, 19.254834949373908, 197.37194176657556, 202.79209449374085, 0.0, 0.0, 81.06078813684422, 203.97981728274712, 318.9288269213033]


hello

[279.36635772981595, 167.32691202902666, 192.16873244171194, 86.69326975884262, 186.8356535660979, 242.48164376702806, 257.32691202902663, 208.07144492916967, 172.27521967637244, 277.39798415205985, 95.06291262697715, 239.88994416384784, 185.8885704020129, 140.98543343304326]

